class	url	status	n_redirects	redirect_chain	final_url	title	note	context	source_files	live_referrers	verify_code	verify_hops	verify_final	verify_result
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3183	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3183	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3183	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3183	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3185	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3185	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3185	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3185	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3205	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3205	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3205	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3205	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3312	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3312	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3312	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3312	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=334	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=334	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=334	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=334	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=34	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=34	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=34	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=34	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3502	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3502	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3502	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3502	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3514	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3514	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3514	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3514	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3575	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3575	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3575	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3575	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3576	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3576	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3576	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3576	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3660	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3660	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3660	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3660	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3687	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3687	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3687	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3687	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3689	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3689	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3689	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3689	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=391	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=391	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=391	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=391	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3930	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3930	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3930	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=3930	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4001	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4001	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4001	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4001	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4033	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4033	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4033	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4033	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4056	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4056	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4056	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4056	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4067	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4067	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4067	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4067	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4069	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4069	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4069	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4069	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4170	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4170	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4170	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4170	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4172	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4172	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4172	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4172	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4205	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4205	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4205	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4205	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4257	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4257	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4257	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4257	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4261	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4261	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4261	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4261	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4490	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4490	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4490	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4490	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4602	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4602	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4602	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4602	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4792	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4792	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4792	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4792	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4828	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4828	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4828	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4828	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4833	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4833	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4833	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4833	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4836	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4836	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4836	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4836	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4841	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4841	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4841	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4841	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=489	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=489	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=489	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=489	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4927	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4927	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4927	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=4927	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5048	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5048	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5048	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5048	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5050	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5050	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5050	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5050	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5110	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5110	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5110	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5110	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=527	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=527	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=527	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=527	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5311	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5311	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5311	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5311	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5330	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5330	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5330	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5330	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5341	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5341	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5341	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5341	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=545	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=545	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=545	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=545	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=546	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=546	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=546	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=546	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=54741	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=54741	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=54741	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=54741	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5476	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5476	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5476	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5476	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5528	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5528	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5528	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5528	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5552	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5552	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5552	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5552	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5569	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5569	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5569	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5569	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5580	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5580	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5580	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5580	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5591	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5591	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5591	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5591	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=566	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=566	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=566	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=566	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5698	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5698	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5698	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5698	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5897	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5897	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5897	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5897	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5925	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5925	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5925	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5925	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5928	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5928	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5928	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=5928	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=640	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=640	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=640	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=640	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6426	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6426	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6426	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6426	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6432	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6432	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6432	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6432	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=65108	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=65108	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=65108	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=65108	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6597	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6597	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6597	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6597	CONFIRMED_404
hard_404	http://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6632	410	1	301->https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6632	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6632	Resource is no longer available!		archival	content/help/course-materials/2002/Summer02Course/Labs/golub.html		410	1	https://www.ncbi.nlm.nih.gov/LocusLink/LocRpt.cgi?l=6632	CONFIRMED_404
